sample_id,category,evidence,label,counterfactual_labels
BENIGN_007,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Wrote user preferences and cache files under a vendor-named folder.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Performed routine update check against a vendor endpoint.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Used TLS libraries for normal HTTPS communication to a well-known cloud service.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Generated local logs and crash reports consistent with normal software behavior.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_008,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Wrote user preferences and cache files under a vendor-named folder.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Performed routine update check against a vendor endpoint.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Established standard HTTPS connections consistent with legitimate telemetry.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Performed routine file I/O for caching and logging.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_009,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Updated local configuration and cache files during normal execution.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Checked for updates and downloaded metadata from a well-known vendor domain.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Performed standard HTTPS requests using TLS to trusted endpoints.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Performed routine file I/O for caching and logging.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_010,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Updated local configuration and cache files during normal execution.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Performed routine update check against a vendor endpoint.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Performed standard HTTPS requests using TLS to trusted endpoints.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Performed routine file I/O for caching and logging.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_011,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Wrote user preferences and cache files under a vendor-named folder.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Queried a vendor update service for the latest version information.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Used TLS libraries for normal HTTPS communication to a well-known cloud service.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Read user settings and wrote logs for diagnostic purposes.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_012,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Wrote user preferences and cache files under a vendor-named folder.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Performed routine update check against a vendor endpoint.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Used TLS libraries for normal HTTPS communication to a well-known cloud service.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Performed routine file I/O for caching and logging.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_013,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Updated local configuration and cache files during normal execution.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Performed routine update check against a vendor endpoint.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Established standard HTTPS connections consistent with legitimate telemetry.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Generated local logs and crash reports consistent with normal software behavior.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_014,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Updated local configuration and cache files during normal execution.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Performed routine update check against a vendor endpoint.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Performed standard HTTPS requests using TLS to trusted endpoints.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Generated local logs and crash reports consistent with normal software behavior.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_015,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Created configuration files under the application data directory.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Queried a vendor update service for the latest version information.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Performed standard HTTPS requests using TLS to trusted endpoints.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Generated local logs and crash reports consistent with normal software behavior.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_016,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Updated local configuration and cache files during normal execution.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Checked for updates and downloaded metadata from a well-known vendor domain.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Established standard HTTPS connections consistent with legitimate telemetry.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Read user settings and wrote logs for diagnostic purposes.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_017,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Created configuration files under the application data directory.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Queried a vendor update service for the latest version information.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Established standard HTTPS connections consistent with legitimate telemetry.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Generated local logs and crash reports consistent with normal software behavior.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_018,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Created configuration files under the application data directory.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Performed routine update check against a vendor endpoint.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Established standard HTTPS connections consistent with legitimate telemetry.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Read user settings and wrote logs for diagnostic purposes.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_019,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Updated local configuration and cache files during normal execution.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Checked for updates and downloaded metadata from a well-known vendor domain.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Used TLS libraries for normal HTTPS communication to a well-known cloud service.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Performed routine file I/O for caching and logging.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_020,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Wrote user preferences and cache files under a vendor-named folder.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Queried a vendor update service for the latest version information.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Performed standard HTTPS requests using TLS to trusted endpoints.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Generated local logs and crash reports consistent with normal software behavior.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_021,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Updated local configuration and cache files during normal execution.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Performed routine update check against a vendor endpoint.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Used TLS libraries for normal HTTPS communication to a well-known cloud service.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Read user settings and wrote logs for diagnostic purposes.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_022,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Updated local configuration and cache files during normal execution.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Performed routine update check against a vendor endpoint.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Performed standard HTTPS requests using TLS to trusted endpoints.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Read user settings and wrote logs for diagnostic purposes.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_023,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Wrote user preferences and cache files under a vendor-named folder.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Queried a vendor update service for the latest version information.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Performed standard HTTPS requests using TLS to trusted endpoints.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Read user settings and wrote logs for diagnostic purposes.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_024,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Wrote user preferences and cache files under a vendor-named folder.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Performed routine update check against a vendor endpoint.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Used TLS libraries for normal HTTPS communication to a well-known cloud service.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Generated local logs and crash reports consistent with normal software behavior.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
BENIGN_025,Benign,"[{'eid': 'E1', 'etype': 'filesystem', 'text': 'Wrote user preferences and cache files under a vendor-named folder.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Performed routine update check against a vendor endpoint.'}, {'eid': 'E3', 'etype': 'encryption', 'text': 'Established standard HTTPS connections consistent with legitimate telemetry.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Read user settings and wrote logs for diagnostic purposes.'}]",Benign,"{'mask_encryption': 'Benign', 'modify_c2': 'Benign', 'inject_c2_backdoor': 'Backdoor'}"
